Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.53850555419922,72.59888386623527,71.29229630932706,71.54588227171874,135480400
2020-01-03,71.83328247070312,72.59404771603535,71.6086769224392,71.76565905712691,146322800
2020-01-06,72.40567016601562,72.4443131708714,70.70300468370534,70.95418053006813,118387200
2020-01-07,72.06513977050781,72.67133299565539,71.84536183598526,72.41532954893665,108872000
2020-01-08,73.22441864013672,73.52631026770732,71.76809372355218,71.76809372355218,132079200
2020-01-09,74.77975463867188,74.97296230565743,73.9513658951312,74.20253438813242,170108400
2020-01-10,74.94879150390625,75.5139389034252,74.44644726815396,75.01400478791136,140644800
2020-01-13,76.55005645751953,76.57662675415311,75.14686472001775,75.26521125345613,121532000
2020-01-14,75.51636505126953,76.6973684411486,75.39319829942681,76.48725308231118,161954400
2020-01-15,75.19276428222656,76.19746068634264,74.76045332904145,75.31593844725307,121923600
2020-01-16,76.1346435546875,76.24574496948411,75.3738782015038,75.73614811924845,108829200
2020-01-17,76.97753143310547,76.97994155406593,76.07668423312775,76.38340344954888,137816400
2020-01-21,76.45587158203125,77.04757477909159,76.31820722415463,76.60560865744733,110843200
2020-01-22,76.7287826538086,77.28184283508286,76.6345889237427,76.94130817856995,101832400
2020-01-23,77.09828186035156,77.17797799443389,76.23366024847726,76.78190007438859,104472000
2020-01-24,76.8760757446289,78.08846950735138,76.6852782289865,77.34461200102739,146537600
2020-01-27,74.61554718017578,75.29660917774545,73.63258614594737,74.8836234420188,161940000
2020-01-28,76.72634887695312,76.89782122944564,75.39802593452413,75.49704725649863,162234000
2020-01-29,78.33241271972656,79.1801266517597,77.61753550777614,78.35898301190313,216229200
2020-01-30,78.21890258789062,78.27203580279424,76.9823558087521,77.4146666313588,126743200
2020-01-31,74.75076293945312,77.93148808362285,74.45611650102718,77.50883992680524,199588400
2020-02-03,74.54549407958984,75.71200004458515,72.99014787932889,73.49249228699044,173788400
2020-02-04,77.0064926147461,77.1972901245958,75.74579329608108,76.15153374175752,136616400
2020-02-05,77.63443756103516,78.4338458330259,77.03065443292134,78.13436438960977,118826800
2020-02-06,78.54253387451172,78.544951365906,77.34704752803583,77.90494263047137,105425600
2020-02-07,77.47493743896484,78.29076771071938,76.9835021703116,78.04141892687844,117684000
2020-02-10,77.84288787841797,77.84288787841797,75.97882681770385,76.05871208817942,109348800
2020-02-11,77.37322998046875,78.41178269464413,77.1553537002358,78.33915973053,94323200
2020-02-12,79.21068572998047,79.21552479911539,77.8235277760248,77.8235277760248,113730400
2020-02-13,78.6466293334961,78.97344754144679,78.27866056338509,78.48201230906955,94747600
2020-02-14,78.6659927368164,78.91534147799902,78.15760972810558,78.61514926442095,80113600
2020-02-18,77.22559356689453,77.40715844205181,76.16283028478497,76.34439515994225,152531200
2020-02-19,78.34402465820312,78.57400976696101,77.46767279180867,77.46767279180867,93984000
2020-02-20,77.54029083251953,78.5933684199213,77.0343310134274,78.10435642626537,100566000
2020-02-21,75.78517150878906,77.57661741601534,75.16785392447004,77.13359500928858,129554000
2020-02-24,72.18534088134766,73.63785968182607,70.01867143670297,71.96262546916086,222195200
2020-02-25,69.74026489257812,73.23841723217687,69.26820072326095,72.85592387195561,230673600
2020-02-26,70.84661865234375,72.11273381251361,69.35778803083146,69.36505033092102,198054800
2020-02-27,66.21548461914062,69.23672624207228,66.07991679515257,68.05050408823062,320605600
2020-02-28,66.17675018310547,67.39929122080478,62.06370365251087,62.27916414492055,426510000
2020-03-02,72.33783721923828,72.97452563881295,67.23223588558308,68.33614928810904,341397200
2020-03-03,70.04045104980469,73.59427823904339,69.18830204720706,73.5143929639958,319475600
2020-03-04,73.28926849365234,73.44904647858813,70.96282065269989,71.76412641873794,219178400
2020-03-05,70.91197967529297,72.51700693831131,70.546426702123,71.5413986547228,187572800
2020-03-06,69.97024536132812,70.40358216932741,68.08197403311165,68.26837793734198,226176800
2020-03-09,64.43616485595703,67.32183170470427,63.66874742529087,63.8503122943744,286744800
2020-03-10,69.07693481445312,69.3432313409943,65.21081458081115,67.09183070037263,285290000
2020-03-11,66.67786407470703,68.07954658211698,65.81361374090199,67.15235879986956,255598800
2020-03-12,60.09311294555664,65.36333551368728,60.037434101460896,61.95960092945028,418474000
2020-03-13,67.2927474975586,67.76481886673027,61.23574558188154,64.12626107883143,370732000
2020-03-16,58.635765075683594,62.7197589173465,58.10075235573811,58.572820229839216,322423600
2020-03-17,61.213985443115234,62.36389249089527,57.71341343349159,59.91882134064479,324056000
2020-03-18,59.71547317504883,60.521621618277884,57.403546490441286,58.04507789596301,300233600
2020-03-19,59.25792694091797,61.20914333463061,58.73259973445275,59.88977278720958,271857200
2020-03-20,55.49590301513672,60.96463541715743,55.195714466288855,59.83893112943769,401693200
2020-03-23,54.31693649291992,55.31675472983707,51.470001124172114,55.215078862447456,336752800
2020-03-24,59.76630401611328,59.962393449772364,56.720856028881734,57.21955352533474,287531200
2020-03-25,59.437068939208984,62.518828553443576,59.14172316127237,60.70318009593795,303602000
2020-03-26,62.5648307800293,62.62292917138006,59.64042564443605,59.67916036796759,252087200
2020-03-27,59.97450256347656,61.94266302499107,59.80746231049624,61.187354431284916,204216800
2020-03-30,61.68605041503906,61.85793342734731,60.376361777058186,60.700760441559225,167976400
2020-03-31,61.5601692199707,63.545277612218875,61.00579280749305,61.87730561089299,197002000
2020-04-01,58.321048736572266,60.21174335831203,57.890135142365466,59.67431113291772,176218400
2020-04-02,59.29423141479492,59.34749072840286,57.350277549943364,58.18305551478086,165934000
2020-04-03,58.442100524902344,59.48064994321993,57.85140889738694,58.77860059874803,129880000
2020-04-06,63.54043197631836,63.6953634654168,60.371521175046986,60.73948992606154,201820400
2020-04-07,62.80448532104492,65.7748907610296,62.700389921682174,65.55700704789928,202887200
2020-04-08,64.41194915771484,64.72665861508077,63.240251523791564,63.605797071493534,168895200
2020-04-09,64.87676239013672,65.38030647544825,64.0803030799883,65.04864913400917,161834800
2020-04-13,66.15013122558594,66.25907309767462,64.35384627795469,64.95422341312944,131022800
2020-04-14,69.49092102050781,69.78142775121215,67.31214270390448,67.78421429432576,194994800
2020-04-15,68.85665893554688,69.31662179135925,67.93673322392213,68.36522365380796,131154400
2020-04-16,69.40375518798828,69.7693080402414,68.3531010291873,69.57079540604494,157125200
2020-04-17,68.4620590209961,69.46672390302615,67.02406462466632,68.91960605068904,215250000
2020-04-20,67.04100799560547,68.19091879039594,67.02164432762936,67.28794093663315,130015200
2020-04-21,64.96875,67.11847920865577,64.25701512989387,66.88365501834329,180991600
2020-04-22,66.8400650024414,67.2758176226008,65.89592940016834,66.23726476615465,116862400
2020-04-23,66.5810546875,68.20787638244808,66.54231995810906,66.78440647588174,124814400
2020-04-24,68.50320434570312,68.51288987249583,67.05794791639367,67.10636816246496,126161200
2020-04-27,68.55162811279297,68.88328539052851,67.77210939351758,68.21996344716476,117087600
2020-04-28,67.44044494628906,69.19557183776718,67.3484582943587,69.01400698692461,112004800
2020-04-29,69.6555404663086,70.12518879426327,68.72592933750241,68.92928107931384,137280800
2020-04-30,71.125,71.30172577794379,69.80563320705274,70.19538886698345,183064000
2020-05-01,69.97991943359375,72.38383568163243,69.20040090766054,69.29723399286716,240616800
2020-05-04,70.97005462646484,71.09836013147505,69.31418442698012,70.00413219040487,133568000
2020-05-05,72.0352554321289,72.86803354943969,71.28478583493806,71.43003920663523,147751200
2020-05-06,72.7784652709961,73.41030748628177,72.3523906692474,72.73730731555251,142333600
2020-05-07,73.53131866455078,73.87750782142626,73.10282840847145,73.40543639979904,115215200
2020-05-08,75.2815170288086,75.33492052212418,73.86390577921274,74.1916086969269,133838400
2020-05-11,76.46610260009766,76.96129057605077,74.57999392969896,74.78875574566902,145946400
2020-05-12,75.59223175048828,77.60213374226082,75.47086083937184,77.15063010080355,162301200
2020-05-13,74.67953491210938,76.69429688022497,73.60176041540512,75.77187332839931,200622400
2020-05-14,75.13829040527344,75.19897584845612,73.19392643517533,73.91729958475361,158929200
2020-05-15,74.69405364990234,74.74017516998981,72.87349072399537,72.90747812106594,166348400
2020-05-18,76.4539566040039,76.82778105681554,75.32763848421635,76.01945410801251,135178400
2020-05-19,76.01216888427734,77.31811351260087,75.98061126581322,76.47094702256406,101729600
2020-05-20,77.49046325683594,77.56085304131686,76.83262768101243,76.8714672558423,111504800
2020-05-21,76.91273498535156,77.89341385727374,76.67484537253091,77.35209701743804,102688800
2020-05-22,77.4079360961914,77.49046741917871,76.54862805066547,76.65057545816492,81803200
2020-05-26,76.88360595703125,78.70659167112338,76.82777268129091,78.5269651260588,125522000
2020-05-27,77.21858978271484,77.3642363430493,76.00002862396322,76.7403955523751,112945200
2020-05-28,77.25257873535156,78.51240928442117,76.6165963973256,76.8933182003932,133560800
2020-05-29,77.1773452758789,77.95654454919728,76.8205144559286,77.49533651043198,153532400
2020-06-01,78.12645721435547,78.24782812585582,77.00013159984378,77.13121425847407,80791200
2020-06-02,78.48811340332031,78.51238905892326,77.4176214398733,77.85941318502095,87642800
2020-06-03,78.92020416259766,79.18236942622238,78.23567058388883,78.80854502107137,104491200
2020-06-04,78.24052429199219,79.04156912077111,77.8666999148798,78.74300150300884,87560400
2020-06-05,80.4688949584961,80.52958039964126,78.46142323225453,78.49055105874169,137250400
2020-06-08,80.94467163085938,80.97865903574063,79.45424095843477,80.16547259371143,95654400
2020-06-09,83.50074768066406,83.89398820325025,80.59270571799298,80.62426333660154,147712400
2020-06-10,85.64900970458984,86.11749956722853,84.010502671639,84.44986470562118,166651600
